"Year","Month","Observed","Annual_Recon"
1955,1,3.83487683257302,2.723
1956,1,5.34120716209102,4.679
1957,1,6.65593297675082,5.984
1958,1,4.57949352734019,4.236
1959,1,4.4400815456256,4.651
1960,1,4.07956012008079,4.413
1961,1,3.10205235885238,2.61
1962,1,6.3599637445632,5.079
1963,1,4.00322630409258,5.143
1964,1,5.28921557490571,5.714
1965,1,8.08899815551088,5.594
1966,1,4.54341864058599,3.891
1967,1,6.89154465647658,6.488
1968,1,6.61639367993075,6.074
1969,1,5.55592046215364,6.223
1970,1,5.30603398852945,6.731
1971,1,6.70131751169964,6.983
1972,1,6.07032727761836,7.073
1973,1,5.43458471401697,7.006
1974,1,6.16678854452462,6.786
1975,1,6.70279153933046,7.11
1976,1,4.05193958938859,5.447
1977,1,2.30716356383421,3.623
1978,1,5.31193009905271,5.955
1979,1,3.79391438051665,3.554
1980,1,5.08743870082938,5.282
1981,1,4.90385718652143,5.89
1982,1,7.22878666232706,6.631
1983,1,8.84067466682565,7.632
1984,1,8.71710138120394,7.466
1985,1,6.42513128192561,7.562
1986,1,9.47644605811726,8.494
1987,1,4.95211219633026,5.313
1988,1,3.71523216761705,4.522
1989,1,4.54582363303627,5.581
1990,1,4.24279458430106,4.171
1991,1,4.88616885495163,5.182
1992,1,3.23547051265259,4.271
1993,1,6.60007508758304,5.597
1994,1,3.78142393585552,4.002
1995,1,8.51313021117791,6.394
1996,1,6.12363412816997,5.305
1997,1,7.01629394228463,6.129
1998,1,6.9199390834702,7.217
1999,1,6.60333346445116,6.354
2000,1,3.84552060931357,4.599
2001,1,3.46885249772081,3.926
2002,1,2.92509146275279,3.65
2003,1,4.12145883616438,4.252
2004,1,3.49527371171253,3.947
2005,1,6.47198984450525,5.378
2006,1,5.33504905873604,4.473
2007,1,4.1002793865216,4.219
2008,1,5.6074319411158,4.931
2009,1,5.94987374158974,6.398
2010,1,4.97794647007036,5.781
2011,1,10.3678448727531,NA
2012,1,3.53813582376708,NA
2013,1,3.95287662343996,NA
2014,1,5.25002093855842,NA
2015,1,4.37444852585346,NA
2016,1,5.36944664024971,NA
2017,1,NA,NA
